GPS TOW,Freq,SV Sys,PrimSig,SigType,TEC,TECdot
546926.000,0,0,1,7,-2.492490,-0.030682
546927.000,0,0,1,4,-27.997356,-0.011219
546927.000,0,0,1,7,-2.133107, 0.003500
546928.000,0,0,1,4,-31.795513, 0.062132
546928.000,0,0,1,7,-1.697212,-0.033331
546929.000,0,0,1,4,-33.941925,-0.015500
546929.000,0,0,1,7,-1.996310, 0.048391
546930.000,0,0,1,4,-36.119614,-0.106511
546930.000,0,0,1,7,-1.975443, 0.067548
546931.000,0,0,1,4,-36.833187, 0.037175
546931.000,0,0,1,7,-1.701849,-0.157108
546932.000,0,0,1,4,-34.752163, 0.227271
546932.000,0,0,1,7,-2.019496, 0.167972
546933.000,0,0,1,4,-34.271706,-0.329520
546933.000,0,0,1,7,-1.567370,-0.249267
546934.000,0,0,1,4,-33.111790, 0.248705
546934.000,0,0,1,7,-2.107603, 0.195783
546935.000,0,0,1,4,-31.025078,-0.226744
546935.000,0,0,1,7,-2.070505,-0.106492
546936.000,0,0,1,4,-29.049240, 0.105373
546936.000,0,0,1,7,-1.843283, 0.069181
546937.000,0,0,1,4,-31.934816, 0.050434
546937.000,0,0,1,7,-1.752858, 0.051682
546938.000,0,0,1,4,-31.690325,-0.068715
546938.000,0,0,1,7,-1.152342,-0.050104
546939.000,0,0,1,4,-32.295868,-0.104144
546939.000,0,0,1,7,-0.915845, 0.014277
546940.000,0,0,1,4,-30.297287, 0.084708
546940.000,0,0,1,7,-0.581967, 0.012590
546941.000,0,0,1,4,-28.187832, 0.109819
546941.000,0,0,1,7,-0.134479,-0.003497
546942.000,0,0,1,4,-31.283785,-0.138085
546942.000,0,0,1,7,-0.071876,-0.033328
546943.000,0,0,1,4,-29.563810,-0.029852
546943.000,0,0,1,7, 0.027823,-0.018518
546944.000,0,0,1,4,-30.800486, 0.136171
546944.000,0,0,1,7, 0.398798,-0.001324
546945.000,0,0,1,4,-30.917046, 0.041534
546945.000,0,0,1,7, 0.030142, 0.038212
546946.000,0,0,1,4,-28.565943,-0.012148
546946.000,0,0,1,7, 0.326922,-0.087797
546947.000,0,0,1,4,-30.524721, 0.057141
546947.000,0,0,1,7, 0.169257, 0.009349
546948.000,0,0,1,4,-28.014414,-0.012057
546948.000,0,0,1,7, 0.180850, 0.008103
548165.000,0,0,1,7,-0.888022,1303231.250000
548166.000,0,0,1,7, 3.990302, 0.017177
548167.000,0,0,1,7, 3.732938,-0.037325
548168.000,0,0,1,7, 0.593560, 0.088572
548169.000,0,0,1,7,-0.308373,-0.034718
548170.000,0,0,1,4,-18.075523,9640267.000000
548170.000,0,0,1,7,-0.197081,-0.043455
548171.000,0,0,1,4,-11.809701, 0.135733
548171.000,0,0,1,7, 1.764451, 0.048127
548172.000,0,0,1,4,-29.833889,-0.095851
548172.000,0,0,1,7, 1.293776,-0.000054
548173.000,0,0,1,4,-23.971764, 0.020791
548173.000,0,0,1,7, 2.003266, 0.022290
548174.000,0,0,1,4,-20.074104,-0.038792
548174.000,0,0,1,7, 3.076775,-0.081161
548175.000,0,0,1,4,-25.555277, 0.083484
548175.000,0,0,1,7, 3.600778, 0.038115
548176.000,0,0,1,4,-26.285910,-0.027457
548176.000,0,0,1,7, 3.431520,-0.028387
548177.000,0,0,1,4,-21.668989,-0.017653
548177.000,0,0,1,7, 3.930018,-0.021983
548178.000,0,0,1,4,-14.209136, 0.027796
548178.000,0,0,1,7, 3.677291, 0.064202
548179.000,0,0,1,4,-12.824628,-0.026506
548179.000,0,0,1,7, 4.358958, 0.007583
548180.000,0,0,1,4,-15.056330,-0.005882
548180.000,0,0,1,7, 5.534486,-0.010429
548181.000,0,0,1,4,-17.583696,-0.016707
548181.000,0,0,1,7, 6.387729,-0.017665
548182.000,0,0,1,4,-15.838136, 0.049435
548182.000,0,0,1,7, 6.452650, 0.074173
548183.000,0,0,1,4,-15.664717, 0.054529
548183.000,0,0,1,7, 7.085626,-0.046161
548184.000,0,0,1,4,-14.038560,-0.067328
548184.000,0,0,1,7, 7.711647,-0.051125
548185.000,0,0,1,4,-15.502670, 0.029134
548185.000,0,0,1,7, 7.846125, 0.025789
548186.000,0,0,1,4,-9.157246,-0.032268
548186.000,0,0,1,7, 7.463557, 0.011054
548187.000,0,0,1,4,-10.206287, 0.004644
548187.000,0,0,1,7, 7.751063, 0.017408
548188.000,0,0,1,4,-12.494848,-0.060597
548188.000,0,0,1,7, 8.409544,-0.027269
548189.000,0,0,1,4,-11.502665, 0.100929
548189.000,0,0,1,7, 8.435048, 0.016873
548190.000,0,0,1,4,-10.274518,-0.016043
548190.000,0,0,1,7, 8.959050,-0.016159
548191.000,0,0,1,4,-9.444382, 0.025359
548191.000,0,0,1,7, 9.849391, 0.031316
548192.000,0,0,1,4,-10.231874,-0.037725
548192.000,0,0,1,7, 9.809975,-0.006161
548193.000,0,0,1,4,-11.963220,-0.015481
548193.000,0,0,1,7, 9.731143,-0.047632
548194.000,0,0,1,4,-12.693853,-0.048052
548194.000,0,0,1,7, 9.738098, 0.036007
548195.000,0,0,1,4,-11.897832, 0.059658
548195.000,0,0,1,7,10.011693, 0.005682
548196.000,0,0,1,4,-11.883617,-0.044524
548196.000,0,0,1,7,10.438314,-0.017012
548197.000,0,0,1,4,-13.356256, 0.042435
548197.000,0,0,1,7,10.308473, 0.007602
548198.000,0,0,1,4,-11.687455, 0.004961
548198.000,0,0,1,7,10.721183,-0.045398
548199.000,0,0,1,4,-11.974591, 0.020365
548199.000,0,0,1,7,10.980865, 0.041430
548200.000,0,0,1,4,-12.335644,-0.038437
548200.000,0,0,1,7,10.855661,-0.007219
548201.000,0,0,1,4,-12.290157,-0.000885
548201.000,0,0,1,7,10.730457, 0.016404
548202.000,0,0,1,4,-10.592927, 0.004182
548202.000,0,0,1,7,10.653943, 0.015774
548203.000,0,0,1,4,-11.627753, 0.016829
548203.000,0,0,1,7,10.521784,-0.009594
548204.000,0,0,1,4,-11.462864, 0.041066
548204.000,0,0,1,7,10.384987, 0.063275
548205.000,0,0,1,4,-12.452204,-0.031736
548205.000,0,0,1,7,10.512509,-0.065405
548206.000,0,0,1,4,-11.724414, 0.041090
548206.000,0,0,1,7,10.753643, 0.043818
548207.000,0,0,1,4,-12.494848,-0.010103
548207.000,0,0,1,7,10.380349,-0.034658
548208.000,0,0,1,4,-12.361230,-0.071659
548208.000,0,0,1,7,10.769874,-0.011951
548209.000,0,0,1,4,-11.676084, 0.002834
548209.000,0,0,1,7,10.867254,-0.025148
548210.000,0,0,1,4,-13.290869, 0.010549
548210.000,0,0,1,7,10.997095, 0.022916
548211.000,0,0,1,4,-13.734366, 0.034087
548211.000,0,0,1,7,10.881166, 0.041008
548212.000,0,0,1,4,-12.059879,-0.044125
548212.000,0,0,1,7,10.735094,-0.015464
548213.000,0,0,1,4,-13.376157, 0.026747
548213.000,0,0,1,7,10.609890,-0.024909
548214.000,0,0,1,4,-14.968199,-0.013466
548214.000,0,0,1,7,10.704952,-0.028192
548215.000,0,0,1,4,-16.875807, 0.006886
548215.000,0,0,1,7,10.769874, 0.021534
548216.000,0,0,1,4,-16.111057,-0.024620
548216.000,0,0,1,7,10.463819,-0.021364
548217.000,0,0,1,4,-17.512623, 0.021200
548217.000,0,0,1,7,10.292243,-0.001650
548218.000,0,0,1,4,-17.600754, 0.000599
548218.000,0,0,1,7,10.482368, 0.052856
548219.000,0,0,1,4,-17.794073, 0.028699
548219.000,0,0,1,7, 9.939816,-0.040499
548220.000,0,0,1,4,-16.301535, 0.023914
548220.000,0,0,1,7, 9.951409, 0.052977
548221.000,0,0,1,4,-14.811837, 0.037351
548221.000,0,0,1,7, 9.791426,-0.004644
548222.000,0,0,1,4,-14.177864,-0.004689
548222.000,0,0,1,7,10.218047, 0.016452
548223.000,0,0,1,4,-13.182837,-0.081851
548223.000,0,0,1,7,10.347889,-0.006865
548224.000,0,0,1,4,-11.846660, 0.059440
548224.000,0,0,1,7,10.280649,-0.003383
548225.000,0,0,1,4,-11.175728,-0.017837
548225.000,0,0,1,7,10.132259,-0.034470
548226.000,0,0,1,4,-11.369047, 0.017855
548226.000,0,0,1,7,10.229641, 0.031513
548227.000,0,0,1,4,-12.130953,-0.036193
548227.000,0,0,1,7,10.278331,-0.003832
548228.000,0,0,1,4,-12.224770,-0.052444
548228.000,0,0,1,7,10.241234,-0.080410
548229.000,0,0,1,4,-11.929105, 0.067930
548229.000,0,0,1,7,10.060383, 0.118589
548230.000,0,0,1,4,-12.369759,-0.059222
548230.000,0,0,1,7,10.076613,-0.038332
548231.000,0,0,1,4,-12.204869, 0.063403
548231.000,0,0,1,7, 9.888807,-0.006643
548232.000,0,0,1,4,-11.778429,-0.040402
548232.000,0,0,1,7, 9.763603,-0.044056
548233.000,0,0,1,4,-12.909916, 0.016785
548233.000,0,0,1,7, 9.680134, 0.003087
548234.000,0,0,1,4,-12.096837, 0.008225
548234.000,0,0,1,7, 9.455230, 0.042859
548235.000,0,0,1,4,-12.995204,-0.014957
548235.000,0,0,1,7, 9.181636,-0.054182
548236.000,0,0,1,4,-13.148723,-0.057238
548236.000,0,0,1,7, 9.035564,-0.012172
548237.000,0,0,1,4,-13.705937, 0.032439
548237.000,0,0,1,7, 8.525474, 0.051503
548238.000,0,0,1,4,-15.451497, 0.010563
548238.000,0,0,1,7, 8.159136, 0.002855
548239.000,0,0,1,4,-15.670403,-0.063629
548239.000,0,0,1,7, 7.857718,-0.024849
548240.000,0,0,1,4,-15.053487, 0.084558
548240.000,0,0,1,7, 7.602673, 0.034841
548241.000,0,0,1,4,-14.780565, 0.001265
548241.000,0,0,1,7, 7.361539,-0.025509
548242.000,0,0,1,4,-14.828895,-0.005700
548242.000,0,0,1,7, 7.171414, 0.018938
548243.000,0,0,1,4,-14.757822, 0.038673
548243.000,0,0,1,7, 6.774934,-0.014976
548244.000,0,0,1,4,-15.221220,-0.006739
548244.000,0,0,1,7, 6.276436, 0.041146
548245.000,0,0,1,4,-15.340623,-0.085752
548245.000,0,0,1,7, 6.053851,-0.076175
548246.000,0,0,1,4,-14.990942, 0.043565
548246.000,0,0,1,7, 5.696788, 0.085114
548247.000,0,0,1,4,-15.823921, 0.087673
548247.000,0,0,1,7, 5.288715, 0.034761
548248.000,0,0,1,4,-15.442968,-0.014246
548248.000,0,0,1,7, 4.952518,-0.008603
548249.000,0,0,1,4,-16.119587,-0.058207
548249.000,0,0,1,7, 4.611685,-0.051356
548250.000,0,0,1,4,-15.522571, 0.019541
548250.000,0,0,1,7, 4.210568, 0.008006
548251.000,0,0,1,4,-16.236147, 0.013257
548251.000,0,0,1,7, 3.818726, 0.036710
548252.000,0,0,1,4,-16.682487, 0.006290
548252.000,0,0,1,7, 3.737575, 0.026069
548253.000,0,0,1,4,-16.722288,-0.030690
548253.000,0,0,1,7, 3.389786,-0.064252
548254.000,0,0,1,4,-16.446524,-0.031714
548254.000,0,0,1,7, 3.280812,-0.030621
548255.000,0,0,1,4,-16.045670, 0.072893
548255.000,0,0,1,7, 3.102280, 0.036259
548256.000,0,0,1,4,-16.332806,-0.014941
548256.000,0,0,1,7, 2.833323,-0.004080
548257.000,0,0,1,4,-15.755691, 0.024123
548257.000,0,0,1,7, 2.717393, 0.006492
548258.000,0,0,1,4,-15.667560, 0.000750
548258.000,0,0,1,7, 2.478578, 0.019742
548259.000,0,0,1,4,-15.835293,-0.083363
548259.000,0,0,1,7, 2.309320,-0.040174
548260.000,0,0,1,4,-15.829607, 0.088883
548260.000,0,0,1,7, 1.947620, 0.052065
548261.000,0,0,1,4,-15.960382,-0.056141
548261.000,0,0,1,7, 1.534910,-0.019401
548262.000,0,0,1,4,-15.988811, 0.036259
548262.000,0,0,1,7, 1.312325, 0.092854
548263.000,0,0,1,4,-15.309351, 0.025434
548263.000,0,0,1,7, 1.161616,-0.089707
548264.000,0,0,1,4,-15.033587,-0.052330
548264.000,0,0,1,7, 0.855561,-0.045039
548265.000,0,0,1,4,-14.894282, 0.038360
548265.000,0,0,1,7, 0.496179, 0.051778
548266.000,0,0,1,4,-15.113188, 0.001382
548266.000,0,0,1,7, 0.051009, 0.001806
548267.000,0,0,1,4,-15.269549, 0.000588
548267.000,0,0,1,7,-0.285187, 0.000042
548268.000,0,0,1,4,-15.479926,-0.063386
548268.000,0,0,1,7,-0.331559,-0.061359
548269.000,0,0,1,4,-14.783408, 0.046759
548269.000,0,0,1,7,-0.697897, 0.073994
548270.000,0,0,1,4,-15.167204,-0.038260
548270.000,0,0,1,7,-0.966854,-0.050840
548271.000,0,0,1,4,-14.843110, 0.054894
548271.000,0,0,1,7,-1.159297, 0.037163
548272.000,0,0,1,4,-15.784121,-0.047937
548272.000,0,0,1,7,-1.451440,-0.002259
548273.000,0,0,1,4,-16.600042, 0.025533
548273.000,0,0,1,7,-1.711123, 0.025944
548274.000,0,0,1,4,-16.966780,-0.046107
548274.000,0,0,1,7,-1.959213, 0.000391
548275.000,0,0,1,4,-16.995209, 0.015121
548275.000,0,0,1,7,-2.249037,-0.059549
548276.000,0,0,1,4,-17.617811,-0.053579
548276.000,0,0,1,7,-2.562047,-0.005310
548277.000,0,0,1,4,-17.322145, 0.106858
548277.000,0,0,1,7,-2.990987, 0.058427
548278.000,0,0,1,4,-16.858747,-0.075530
548278.000,0,0,1,7,-3.113873,-0.093908
548279.000,0,0,1,4,-16.779146, 0.035058
548279.000,0,0,1,7,-3.382830,-0.000794
548280.000,0,0,1,4,-17.356262, 0.012001
548280.000,0,0,1,7,-3.739893, 0.057582
548281.000,0,0,1,4,-16.762089,-0.024387
548281.000,0,0,1,7,-4.015806, 0.019070
548282.000,0,0,1,4,-17.373320,-0.028166
548282.000,0,0,1,7,-4.157240,-0.049417
548283.000,0,0,1,4,-17.663298, 0.069867
548283.000,0,0,1,7,-4.481844, 0.035318
548284.000,0,0,1,4,-17.734371,-0.039379
548284.000,0,0,1,7,-4.767031, 0.007065
548285.000,0,0,1,4,-17.495565, 0.035791
548285.000,0,0,1,7,-5.119457,-0.032043
548286.000,0,0,1,4,-17.637712,-0.019824
548286.000,0,0,1,7,-5.585495, 0.026135
548287.000,0,0,1,4,-17.134512, 0.034453
548287.000,0,0,1,7,-5.993568, 0.048613
548288.000,0,0,1,4,-16.946878, 0.008735
548288.000,0,0,1,7,-6.267162,-0.029454
548289.000,0,0,1,4,-17.768486,-0.012310
548289.000,0,0,1,7,-6.501340,-0.008520
548290.000,0,0,1,4,-18.015821,-0.008969
548290.000,0,0,1,7,-6.948829, 0.022780
548291.000,0,0,1,4,-18.348444,-0.053623
548291.000,0,0,1,7,-7.278069,-0.067577
548292.000,0,0,1,4,-18.129539, 0.049337
548292.000,0,0,1,7,-7.695416, 0.063402
548293.000,0,0,1,4,-18.504807, 0.015614
548293.000,0,0,1,7,-7.929595,-0.030027
548294.000,0,0,1,4,-18.587252,-0.044116
548294.000,0,0,1,7,-8.564890, 0.032390
548295.000,0,0,1,4,-18.763514, 0.007091
548295.000,0,0,1,7,-8.761970,-0.089371
548296.000,0,0,1,4,-18.973890, 0.050939
548296.000,0,0,1,7,-9.334663, 0.091813
548297.000,0,0,1,4,-19.624922,-0.045677
548297.000,0,0,1,7,-9.622169,-0.068952
548298.000,0,0,1,4,-19.494146,-0.008828
548298.000,0,0,1,7,-10.016330, 0.008464
548299.000,0,0,1,4,-19.511204, 0.030922
548299.000,0,0,1,7,-10.408173, 0.048880
548300.000,0,0,1,4,-19.804026,-0.012913
548300.000,0,0,1,7,-10.635395,-0.065702
548301.000,0,0,1,4,-20.059889,-0.037308
548301.000,0,0,1,7,-11.136211, 0.058261
548302.000,0,0,1,4,-19.906372,-0.008160
548302.000,0,0,1,7,-11.275327,-0.064659
548303.000,0,0,1,4,-20.258894, 0.037124
548303.000,0,0,1,7,-11.662532, 0.028266
548304.000,0,0,1,4,-19.843826,-0.029882
548304.000,0,0,1,7,-11.984817, 0.005578
548305.000,0,0,1,4,-20.767780, 0.017180
548305.000,0,0,1,7,-12.534324, 0.007642
548306.000,0,0,1,4,-21.381853,-0.020061
548306.000,0,0,1,7,-12.933123,-0.020899
548307.000,0,0,1,4,-21.592230,-0.004543
548307.000,0,0,1,7,-13.169619, 0.014698
548308.000,0,0,1,4,-22.257477,-0.028908
548308.000,0,0,1,7,-13.473354,-0.054092
548309.000,0,0,1,4,-22.507654, 0.072687
548309.000,0,0,1,7,-13.830419, 0.047447
548310.000,0,0,1,4,-22.735088, 0.035527
548310.000,0,0,1,7,-14.185163, 0.032798
548311.000,0,0,1,4,-22.433739,-0.053074
548311.000,0,0,1,7,-14.458757,-0.057694
548312.000,0,0,1,4,-22.646957, 0.034870
548312.000,0,0,1,7,-14.794954, 0.054088
548313.000,0,0,1,4,-22.484911,-0.089185
548313.000,0,0,1,7,-15.059274,-0.071783
548314.000,0,0,1,4,-23.519737, 0.058437
548314.000,0,0,1,7,-15.446479, 0.050508
548315.000,0,0,1,4,-23.954706,-0.017483
548315.000,0,0,1,7,-15.736303,-0.027130
548316.000,0,0,1,4,-24.153711, 0.027533
548316.000,0,0,1,7,-16.241756, 0.016293
548317.000,0,0,1,4,-24.719456,-0.038950
548317.000,0,0,1,7,-16.573317,-0.014418
548318.000,0,0,1,4,-24.952576, 0.015380
548318.000,0,0,1,7,-16.932699, 0.023083
548319.000,0,0,1,4,-24.850229, 0.013178
548319.000,0,0,1,7,-17.162239,-0.030462
548320.000,0,0,1,4,-26.041418,-0.024812
548320.000,0,0,1,7,-17.600454,-0.001118
548321.000,0,0,1,4,-26.356983,-0.016025
548321.000,0,0,1,7,-17.994616, 0.009599
548322.000,0,0,1,4,-26.322868,-0.004309
548322.000,0,0,1,7,-18.388777,-0.014460
548323.000,0,0,1,4,-26.635592, 0.018520
548323.000,0,0,1,7,-18.757433, 0.039465
548324.000,0,0,1,4,-26.527559, 0.001525
548324.000,0,0,1,7,-19.116816,-0.009197
548325.000,0,0,1,4,-27.150162,-0.002211
548325.000,0,0,1,7,-19.383453,-0.005404
548326.000,0,0,1,4,-27.548172,-0.033980
548326.000,0,0,1,7,-19.652411,-0.029706
548327.000,0,0,1,4,-27.895010, 0.050189
548327.000,0,0,1,7,-20.021067, 0.000953
548328.000,0,0,1,4,-27.622089,-0.054191
548328.000,0,0,1,7,-20.243652,-0.049280
548329.000,0,0,1,4,-28.045685, 0.068153
548329.000,0,0,1,7,-20.742149, 0.058360
548330.000,0,0,1,4,-28.261747,-0.006310
548330.000,0,0,1,7,-20.987921, 0.013324
548331.000,0,0,1,4,-28.651230,-0.046375
548331.000,0,0,1,7,-21.328754,-0.066491
548332.000,0,0,1,4,-28.782005, 0.003947
548332.000,0,0,1,7,-21.613941, 0.057807
548333.000,0,0,1,4,-28.912779,-0.008310
548333.000,0,0,1,7,-21.783199,-0.057798
548334.000,0,0,1,4,-29.330690, 0.006985
548334.000,0,0,1,7,-22.311838, 0.050687
548335.000,0,0,1,4,-30.166513,-0.002274
548335.000,0,0,1,7,-22.726868, 0.020553
548336.000,0,0,1,4,-30.416691, 0.039794
548336.000,0,0,1,7,-23.097841, 0.048119
548337.000,0,0,1,4,-31.141638, 0.009220
548337.000,0,0,1,7,-23.408533,-0.048622
548338.000,0,0,1,4,-31.272413,-0.039459
548338.000,0,0,1,7,-23.821243,-0.001241
548339.000,0,0,1,4,-31.528276, 0.014312
548339.000,0,0,1,7,-24.178307,-0.019594
548340.000,0,0,1,4,-31.684639,-0.031405
548340.000,0,0,1,7,-24.570150, 0.014979
548341.000,0,0,1,4,-32.312927, 0.016658
548341.000,0,0,1,7,-24.878523,-0.020552
548342.000,0,0,1,4,-32.196365,-0.022102
548342.000,0,0,1,7,-25.235586,-0.036584
548343.000,0,0,1,4,-32.776325, 0.077980
548343.000,0,0,1,7,-25.722492, 0.044695
548344.000,0,0,1,4,-32.983856,-0.037806
548344.000,0,0,1,7,-25.986811, 0.035623
548345.000,0,0,1,4,-33.578030, 0.011647
548345.000,0,0,1,7,-26.411114,-0.012644
548346.000,0,0,1,4,-34.331409, 0.057610
548346.000,0,0,1,7,-26.823824,-0.009914
548347.000,0,0,1,4,-34.672558,-0.067512
548347.000,0,0,1,7,-27.317684,-0.030018
548348.000,0,0,1,4,-35.016556,-0.012479
548348.000,0,0,1,7,-27.607510,-0.025617
548349.000,0,0,1,4,-35.423092, 0.005741
548349.000,0,0,1,7,-28.068909, 0.055259
548350.000,0,0,1,4,-35.633469,-0.021960
548350.000,0,0,1,7,-28.337866,-0.015298
548351.000,0,0,1,4,-35.883648,-0.000032
548351.000,0,0,1,7,-28.699568,-0.004451
548352.000,0,0,1,4,-36.583012,-0.031834
548352.000,0,0,1,7,-29.035763,-0.047244
548353.000,0,0,1,4,-37.325016, 0.039978
548353.000,0,0,1,7,-29.485571, 0.069564
548354.000,0,0,1,4,-37.717339,-0.006520
548354.000,0,0,1,7,-29.933060, 0.031471
548355.000,0,0,1,4,-37.882229,-0.035484
548355.000,0,0,1,7,-30.139414,-0.073539
548356.000,0,0,1,4,-38.058491, 0.039482
